Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,INTRO TO ACCOUNTING,2010,01,FS2013,CBUSN,"GINGRICH,KARI MICHELLE",55,43,15,1,1,3.268
ACCTCY,INTRO TO ACCOUNTING,2010,02,FS2013,CBUSN,"DAWS,KONI JANINE",40,44,13,1,0,3.258
ACCTCY,ACCOUNTING 1,2036,01,FS2013,CBUSN,"CUNNINGHAM,BILLIE M",72,150,101,33,14,2.606
ACCTCY,ACCOUNTING 1,2036,02,FS2013,CBUSN,"CUNNINGHAM,BILLIE M",123,133,89,26,15,2.788
ACCTCY,ACCOUNTING 1,2036,03,FS2013,CBUSN,"CUNNINGHAM,BILLIE M",14,18,19,3,1,2.713
ACCTCY,ACCOUNTING 2,2037,01,FS2013,CBUSN,"PRESTIGIACOMO,CARL CHRI",21,47,57,30,9,2.226
ACCTCY,ACCOUNTING 2,2037,02,FS2013,CBUSN,"PRESTIGIACOMO,CARL CHRI",26,62,65,49,18,2.111
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,01,FS2013,CBUSN,"NIKOLAI,LOREN ALFRED",17,7,0,0,0,3.771
ACCTCY,COMP-BASED DATA SYSTEMS,2258,01,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",2,7,5,2,1,2.376
ACCTCY,COMP-BASED DATA SYSTEMS,2258,02,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",11,20,2,2,0,3.117
ACCTCY,COMP-BASED DATA SYSTEMS,2258,03,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",7,21,6,2,0,2.9
ACCTCY,COMP-BASED DATA SYSTEMS,2258,04,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",16,13,2,1,0,3.3
ACCTCY,COMP-BASED DATA SYSTEMS,2258,05,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",6,17,4,1,0,2.979
ACCTCY,COMP-BASED DATA SYSTEMS,2258,06,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",12,17,5,0,0,3.206
ACCTCY,COMP-BASED DATA SYSTEMS,2258,07,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",5,16,9,0,0,2.887
ACCTCY,COMP-BASED DATA SYSTEMS,2258,08,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",9,16,7,2,0,2.976
ACCTCY,COMP-BASED DATA SYSTEMS,2258,09,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",8,11,7,2,0,2.893
ACCTCY,COMP-BASED DATA SYSTEMS,2258,10,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",9,15,6,1,0,3.061
ACCTCY,COMP-BASED DATA SYSTEMS,2258,11,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",14,16,5,1,0,3.186
ACCTCY,COMP-BASED DATA SYSTEMS,2258,12,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",3,16,8,2,0,2.71
ACCTCY,COMP-BASED DATA SYSTEMS,2258,13,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",5,2,3,3,0,2.669
ACCTCY,COMP-BASED DATA SYSTEMS,2258,14,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",10,18,4,1,1,3.021
ACCTCY,FIN ACCT THRY & PRACT 1,3326,01,FS2013,CBUSN,"SUBASI,MUSA",9,19,4,0,0,3.184
ACCTCY,FIN ACCT THRY & PRACT 1,3326,02,FS2013,CBUSN,"GLENDENING,MATTHEW",16,16,0,0,0,3.444
ACCTCY,FIN ACCT THRY & PRACT 1,3326,03,FS2013,CBUSN,"SUBASI,MUSA",12,13,4,1,0,3.12
ACCTCY,FIN ACCT THRY & PRACT 1,3326,04,FS2013,CBUSN,"SUBASI,MUSA",12,18,1,0,0,3.355
ACCTCY,FIN ACCT THRY & PRACT 1,3326,05,FS2013,CBUSN,"GLENDENING,MATTHEW",5,21,2,1,0,2.972
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,01,FS2013,CBUSN,"MAULDIN,ELAINE G",16,16,0,0,0,3.519
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,02,FS2013,CBUSN,"MAULDIN,ELAINE G",21,10,0,0,0,3.629
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,03,FS2013,CBUSN,"MAULDIN,ELAINE G",14,14,0,0,0,3.5
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,04,FS2013,CBUSN,"VERKAMP,RYAN MICHAEL",13,12,0,0,0,3.448
ACCTCY,COST & MANAGERIAL ACCT,3347,01,FS2013,CBUSN,"KIM,KYONGHEE",12,21,5,0,0,3.232
ACCTCY,COST & MANAGERIAL ACCT,3347,02,FS2013,CBUSN,"KIM,KYONGHEE",11,26,4,0,0,3.2
ACCTCY,COST & MANAGERIAL ACCT,3347,03,FS2013,CBUSN,"KIM,KYONGHEE",13,22,5,0,0,3.185
ACCTCY,INTRODUCTION TO TAXATION,4353,01,FS2013,CBUSN,"WILSON,RACHEL ANN",10,10,2,0,0,3.336
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,01,FS2013,CBUSN,"KLEEN,PENNY LYNN",4,10,17,6,2,2.105
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,02,FS2013,CBUSN,"KLEEN,PENNY LYNN",8,21,30,0,0,2.566
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,04,FS2013,CBUSN,"GINGRICH,KARI MICHELLE",12,16,9,0,1,2.953
ACCTCY,GOVTL ACNTNG & BUDGETING,4365,01,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",7,4,0,0,0,3.636
ACCTCY,AUDIT THEORY & PRACT 1,4384,01,FS2013,CBUSN,"NEWTON,NATHAN",11,13,0,0,0,3.458
ACCTCY,AUDIT THEORY & PRACT 1,4384,02,FS2013,CBUSN,"NEWTON,NATHAN",8,17,0,0,0,3.404
ACCTCY,AUDIT THEORY & PRACT 1,4384,03,FS2013,CBUSN,"NEWTON,NATHAN",11,7,0,0,0,3.544
ACCTCY,ACCOUNTING F/MANAGERS,7310,01,FS2013,CBUSN,"CUNNINGHAM,BILLIE M",20,7,0,0,0,3.741
ACCTCY,ACCOUNTING F/MANAGERS,7310,02,FS2013,CBUSN,"SHAW,KENNETH WILLIAM",23,5,0,0,0,3.789
ACCTCY,ACCOUNTING F/MANAGERS,7310,03,FS2013,CBUSN,"ANDERSON,ERIN ABBOTT",6,4,1,0,0,3.455
ACCTCY,GOVTL ACNTNG & BUDGETING,7365,01,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",20,25,0,0,0,3.438
ACCTCY,AUDIT THEORY & PRACT 1,7384,01,FS2013,CBUSN,"NEWTON,NATHAN",6,6,0,0,0,3.525
ACCTCY,AUDIT THEORY & PRACT 1,7384,02,FS2013,CBUSN,"NEWTON,NATHAN",5,8,0,0,0,3.408
ACCTCY,AUDIT THEORY & PRACT 1,7384,03,FS2013,CBUSN,"NEWTON,NATHAN",6,5,0,0,0,3.518
ACCTCY,TAX OF CORP & SHAREHOLDE,8373,01,FS2013,CBUSN,"SHEEHAN,JOHN J",17,9,0,0,0,3.631
ACCTCY,TOPICS IN ACCOUNTING,8401,02,FS2013,CBUSN,"WILSON,RACHEL ANN",10,5,0,0,0,3.627
ACCTCY,TOPICS IN ACCOUNTING,8401,03,FS2013,CBUSN,"HOCKMAN,KRISTEN MICHELL",24,3,0,0,0,3.911
ACCTCY,TOPICS IN ACCOUNTING,8401,04,FS2013,CBUSN,"ARUNACHALAM,VAIRAM",12,9,0,0,0,3.571
ACCTCY,TAX RESEARCH & PLANNING,8423,01,FS2013,CBUSN,"WILSON,RACHEL ANN",20,11,0,0,0,3.616
ACCTCY,FRAUD EXAMINATION,8424,01,FS2013,CBUSN,"ARUNACHALAM,VAIRAM",14,15,0,0,0,3.493
ACCTCY,FIN ACCT THEORY & PRAC 3,8436,01,FS2013,CBUSN,"SHAW,KENNETH WILLIAM",12,19,1,0,0,3.325
ACCTCY,FIN ACCT THEORY & PRAC 3,8436,02,FS2013,CBUSN,"SHAW,KENNETH WILLIAM",10,20,2,0,0,3.25
ACCTCY,FIN ACCT THEORY & PRAC 3,8436,03,FS2013,CBUSN,"KLEEN,PENNY LYNN",9,10,3,0,0,3.273
ACCTCY,FIN ACCT THEORY & PRAC 3,8436,04,FS2013,CBUSN,"KLEEN,PENNY LYNN",17,13,3,0,0,3.424
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,01,FS2013,CBUSN,"PRESTIGIACOMO,CARL CHRI",28,3,1,0,0,3.778
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,02,FS2013,CBUSN,"KHURANA,INDER K",10,18,0,0,0,3.336
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,03,FS2013,CBUSN,"KHURANA,INDER K",19,11,0,0,0,3.603
ACCTCY,TAXES & BUSINESS STRATEG,8453,02,FS2013,CBUSN,"PEREIRA,RAYNOLDE",15,3,0,0,0,3.783
AERO,FOUNDTN U.S. AIR FORCE,1100,01,FS2013,CAS,"UNGER,BRENT J",20,0,0,0,1,3.767
AERO,FOUNDTN U.S. AIR FORCE,1100,02,FS2013,CAS,"UNGER,BRENT J",12,0,0,0,0,3.975
AERO,EVOL USAF AIR & SPC PWR,2100,01,FS2013,CAS,"KOSLOWSKY,DUSTIN REED",11,3,1,0,0,3.627
AERO,AF LEADERSHIP STUDIES,3100,01,FS2013,CAS,"OBERMILLER,DAVID ALAN",11,6,0,0,0,3.629
AERO,NTL SECR AFFR/PRP F/DUTY,4100,01,FS2013,CAS,"JONES,TANNER M",13,2,0,0,0,3.687
AFNR,CMPTNG & INFORMTN TECH,1120,01,FS2013,CAFNR,"NORDWALD,BETH NICHOLE",11,5,1,0,0,3.606
AFNR,CMPTNG & INFORMTN TECH,1120,02,FS2013,CAFNR,"NORDWALD,BETH NICHOLE",8,0,2,0,1,3.245
AFNR,CMPTNG & INFORMTN TECH,1120,03,FS2013,CAFNR,"WEBER,CATHARINE ELIZABE",21,2,1,0,1,3.644
AFNR,CMPTNG & INFORMTN TECH,1120,04,FS2013,CAFNR,"WEBER,CATHARINE ELIZABE",15,1,0,0,2,3.417
AFNR,CAREER STRATEGIES,2115,01,FS2013,CAFNR,"CHIPMAN,STEPHANIE DAWN",10,2,2,3,4,2.538
AFNR,WKING WITH DATA USNG EXC,2120,01,FS2013,CAFNR,"WEBER,CATHARINE ELIZABE",20,1,1,0,0,3.864
AFNR,WKING WITH DATA USNG EXC,2120,02,FS2013,CAFNR,"WEBER,CATHARINE ELIZABE",21,1,0,0,1,3.743
AFNR,WKING WITH DATA USNG EXC,2120,03,FS2013,CAFNR,"NORDWALD,BETH NICHOLE",15,3,3,2,1,3.183
AFNR,WKING WITH DATA USNG EXC,2120,04,FS2013,CAFNR,"NORDWALD,BETH NICHOLE",15,4,1,0,3,3.204
AFNR,INTERNTL AG/NAT RESOURCE,2190,07,FS2013,CAFNR,"SITES,ROBERT WILLIAM",15,3,0,0,0,3.833
AFNR,COMMUNITY FOOD SYSTEMS,3215,01,FS2013,CAFNR,"HENDRICKSON,MARY K",12,2,0,0,0,3.793
AFNR,ADVANCED SUSTAINABLE AGR,3315,01,FS2013,CAFNR,"HENDRICKSON,MARY K",11,2,0,0,0,3.8
