Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,INTRO TO ACCOUNTING,2010,01,FS2016,CBUSN,"MEYER,SARAH M",31,42,30,6,2,2.841
ACCTCY,INTRO TO ACCOUNTING,2010,02,FS2016,CBUSN,"FERGUSON,SHANNON ASHLEY",34,50,24,3,2,2.964
ACCTCY,ACCOUNTING 1,2036,01,FS2016,CBUSN,"CUNNINGHAM,BILLIE M",86,153,118,31,15,2.637
ACCTCY,ACCOUNTING 1,2036,02,FS2016,CBUSN,"CUNNINGHAM,BILLIE M",147,162,94,28,11,2.874
ACCTCY,ACCOUNTING 1,2036,03,FS2016,CBUSN,"CUNNINGHAM,BILLIE M",23,20,8,4,1,2.986
ACCTCY,ACCOUNTING 2,2037,01,FS2016,CBUSN,"PRESTIGIACOMO,CARL CHRI",24,76,64,22,8,2.44
ACCTCY,ACCOUNTING 2,2037,02,FS2016,CBUSN,"PRESTIGIACOMO,CARL CHRI",41,83,78,26,11,2.497
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,01,FS2016,CBUSN,"NIKOLAI,LOREN ALFRED",20,4,0,0,0,3.833
ACCTCY,COMP-BASED DATA SYSTEMS,2258,01,FS2016,CBUSN,"HOCKMAN,KRISTEN MICHELL",9,18,7,1,1,2.942
ACCTCY,COMP-BASED DATA SYSTEMS,2258,02,FS2016,CBUSN,"HOCKMAN,KRISTEN MICHELL",9,23,4,0,1,3.086
ACCTCY,COMP-BASED DATA SYSTEMS,2258,03,FS2016,CBUSN,"HOCKMAN,KRISTEN MICHELL",9,22,8,0,0,3.01
ACCTCY,COMP-BASED DATA SYSTEMS,2258,04,FS2016,CBUSN,"HOCKMAN,KRISTEN MICHELL",11,10,8,1,1,2.965
ACCTCY,COMP-BASED DATA SYSTEMS,2258,05,FS2016,CBUSN,"HOCKMAN,KRISTEN MICHELL",11,10,7,1,1,2.957
ACCTCY,COMP-BASED DATA SYSTEMS,2258,06,FS2016,CBUSN,"HOCKMAN,KRISTEN MICHELL",14,13,5,0,0,3.263
ACCTCY,COMP-BASED DATA SYSTEMS,2258,07,FS2016,CBUSN,"HOCKMAN,KRISTEN MICHELL",14,14,3,0,0,3.394
ACCTCY,COMP-BASED DATA SYSTEMS,2258,08,FS2016,CBUSN,"HOCKMAN,KRISTEN MICHELL",18,20,1,1,0,3.383
