Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,INTRO TO ACCOUNTING,2010,1,FS2005,BUS,"BRASWELL,JAMES M",53,36,4,0,0,3.527
ACCTCY,ACCOUNTING 1,2036,1,FS2005,BUS,"CUNNINGHAM,BILLIE M",55,103,106,29,22,2.444
ACCTCY,ACCOUNTING 1,2036,2,FS2005,BUS,"CUNNINGHAM,BILLIE M",104,172,94,30,21,2.732
ACCTCY,ACCOUNTING 1,2036,3,FS2005,BUS,"XU,XIUMIN",9,14,28,5,4,2.317
ACCTCY,ACCOUNTING 2,2037,1,FS2005,BUS,"PRESTIGIACOMO,CARL C",40,68,59,27,13,2.459
ACCTCY,ACCOUNTING 2,2037,2,FS2005,BUS,"PRESTIGIACOMO,CARL C",38,52,64,16,13,2.47
ACCTCY,HONORS ACCOUNTING 1 GH,2136H,1,FS2005,BUS,"NIKOLAI,LOREN ALFRED",11,6,2,0,0,3.474
ACCTCY,HONORS ACCOUNTING 1 GH,2136H,2,FS2005,BUS,"NIKOLAI,LOREN ALFRED",14,6,0,0,0,3.7
ACCTCY,COMP-BASED DATA SYSTEMS,2258,1,FS2005,BUS,"LESINSKI,SCOTT M",3,12,7,0,1,2.722
ACCTCY,COMP-BASED DATA SYSTEMS,2258,10,FS2005,BUS,"RUDROFF,MATTHEW F",2,9,8,1,1,2.405
ACCTCY,COMP-BASED DATA SYSTEMS,2258,11,FS2005,BUS,"PARKER,DAVID C",10,13,4,0,1,3.075
ACCTCY,COMP-BASED DATA SYSTEMS,2258,12,FS2005,BUS,"HOCKMAN,KRISTEN MICH",6,11,4,0,1,2.818
ACCTCY,COMP-BASED DATA SYSTEMS,2258,2,FS2005,BUS,"RENZ,CHRISTOPHER C",2,11,8,1,1,2.548
ACCTCY,COMP-BASED DATA SYSTEMS,2258,3,FS2005,BUS,"ROSE,REECE ALLEN",3,12,8,2,0,2.712
ACCTCY,COMP-BASED DATA SYSTEMS,2258,4,FS2005,BUS,"MAULDIN,ELAINE G",8,13,6,0,0,3.007
ACCTCY,COMP-BASED DATA SYSTEMS,2258,5,FS2005,BUS,"CASTAGNO,TODD A",7,8,7,2,0,2.783
