Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,INTRO TO ACCOUNTING,2010,01,FS2009,CBUSN,"HAWKINS,LAUREN N",58,37,16,3,0,3.297
ACCTCY,ACCOUNTING 1,2036,01A,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",6,18,5,6,2,2.541
ACCTCY,ACCOUNTING 1,2036,01B,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",5,17,3,8,1,2.5
ACCTCY,ACCOUNTING 1,2036,01C,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",13,7,7,9,1,2.595
ACCTCY,ACCOUNTING 1,2036,01D,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",11,8,8,6,0,2.727
ACCTCY,ACCOUNTING 1,2036,01E,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",9,12,10,3,2,2.639
ACCTCY,ACCOUNTING 1,2036,01F,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",6,18,7,2,1,2.765
ACCTCY,ACCOUNTING 1,2036,01G,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",8,15,9,2,0,2.853
ACCTCY,ACCOUNTING 1,2036,01H,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",9,12,8,4,3,2.556
ACCTCY,ACCOUNTING 1,2036,01J,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",9,11,6,6,3,2.486
ACCTCY,ACCOUNTING 1,2036,02A,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",15,19,8,4,0,2.978
ACCTCY,ACCOUNTING 1,2036,02B,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",14,16,10,5,0,2.867
ACCTCY,ACCOUNTING 1,2036,02C,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",15,12,5,2,2,3.0
ACCTCY,ACCOUNTING 1,2036,02D,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",14,19,9,4,0,2.935
ACCTCY,ACCOUNTING 1,2036,02E,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",15,20,6,0,2,3.07
ACCTCY,ACCOUNTING 1,2036,02F,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",16,11,6,3,1,3.027
ACCTCY,ACCOUNTING 1,2036,02G,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",15,17,11,1,0,3.045
ACCTCY,ACCOUNTING 1,2036,02H,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",11,16,7,1,2,2.892
ACCTCY,ACCOUNTING 1,2036,02J,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",12,20,2,3,1,3.026
ACCTCY,ACCOUNTING 1,2036,02K,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",7,18,9,2,2,2.684
ACCTCY,ACCOUNTING 1,2036,02L,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",12,16,5,3,1,2.946
ACCTCY,ACCOUNTING 1,2036,03A,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",10,18,0,2,0,3.2
ACCTCY,ACCOUNTING 1,2036,03B,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",6,9,9,3,3,2.4
ACCTCY,ACCOUNTING 2,2037,01A,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,8,6,3,4,2.344
ACCTCY,ACCOUNTING 2,2037,01B,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",7,13,10,9,6,2.153
ACCTCY,ACCOUNTING 2,2037,01C,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",11,8,15,5,6,2.269
ACCTCY,ACCOUNTING 2,2037,01D,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,12,13,5,5,2.19
ACCTCY,ACCOUNTING 2,2037,01E,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",3,10,14,5,6,1.989
ACCTCY,ACCOUNTING 2,2037,02A,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",14,11,13,3,1,2.745
ACCTCY,ACCOUNTING 2,2037,02B,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",12,13,12,3,2,2.714
ACCTCY,ACCOUNTING 2,2037,02C,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",10,15,10,6,2,2.574
ACCTCY,ACCOUNTING 2,2037,02D,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",17,15,7,2,3,2.932
ACCTCY,ACCOUNTING 2,2037,02E,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",8,13,14,6,3,2.366
ACCTCY,ACCOUNTING 2,2037,02F,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",3,8,13,5,8,1.835
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,01,FS2009,CBUSN,"NIKOLAI,LOREN ALFRED",11,10,1,0,0,3.455
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,02,FS2009,CBUSN,"NIKOLAI,LOREN ALFRED",17,5,2,0,0,3.663
ACCTCY,COMP-BASED DATA SYSTEMS,2258,01,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",12,17,6,0,0,3.18
ACCTCY,COMP-BASED DATA SYSTEMS,2258,02,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",12,18,5,0,1,3.128
ACCTCY,COMP-BASED DATA SYSTEMS,2258,03,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",26,9,2,0,0,3.592
ACCTCY,COMP-BASED DATA SYSTEMS,2258,04,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",21,14,3,0,0,3.442
ACCTCY,COMP-BASED DATA SYSTEMS,2258,05,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",20,14,1,0,1,3.469
ACCTCY,COMP-BASED DATA SYSTEMS,2258,06,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",25,6,4,0,0,3.549
ACCTCY,COMP-BASED DATA SYSTEMS,2258,07,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",18,14,4,0,0,3.364
ACCTCY,COMP-BASED DATA SYSTEMS,2258,08,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",28,5,1,0,0,3.768
ACCTCY,COMP-BASED DATA SYSTEMS,2258,09,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",10,19,7,0,0,3.0
ACCTCY,COMP-BASED DATA SYSTEMS,2258,10,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",18,19,0,0,0,3.495
ACCTCY,COMP-BASED DATA SYSTEMS,2258,11,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",21,15,1,0,0,3.549
ACCTCY,COMP-BASED DATA SYSTEMS,2258,12,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",11,19,4,0,0,3.241
ACCTCY,COMP-BASED DATA SYSTEMS,2258,13,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",12,13,6,2,0,3.088
ACCTCY,COMP-BASED DATA SYSTEMS,2258,14,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",15,8,5,1,0,3.224
ACCTCY,FIN ACCT THRY & PRACT 1,3326,01,FS2009,CBUSN,"ZHANG,HONGMEI",7,25,2,0,0,3.191
ACCTCY,FIN ACCT THRY & PRACT 1,3326,02,FS2009,CBUSN,"ZHANG,HONGMEI",9,16,5,0,1,3.061
ACCTCY,FIN ACCT THRY & PRACT 1,3326,03,FS2009,CBUSN,"KLEEN,PENNY LYNN",18,9,3,0,0,3.43
ACCTCY,FIN ACCT THRY & PRACT 1,3326,04,FS2009,CBUSN,"KLEEN,PENNY LYNN",13,11,5,1,0,3.18
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,01,FS2009,CBUSN,"WHEELER,PATRICK RANDOLP",15,20,1,0,0,3.464
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,02,FS2009,CBUSN,"MAULDIN,ELAINE G",19,16,0,0,0,3.569
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,03,FS2009,CBUSN,"MAULDIN,ELAINE G",8,12,0,0,0,3.43
ACCTCY,COST & MANAGERIAL ACCT,3347,01,FS2009,CBUSN,"PRATHER-KINSEY,JENICE",12,16,4,0,0,3.213
ACCTCY,COST & MANAGERIAL ACCT,3347,02,FS2009,CBUSN,"PRATHER-KINSEY,JENICE",11,11,0,1,0,3.326
ACCTCY,INTRODUCTION TO TAXATION,4353,01,FS2009,CBUSN,"MOSER,WILLIAM JOSEPH",23,17,5,0,1,3.326
ACCTCY,INTRODUCTION TO TAXATION,4353,02,FS2009,CBUSN,"MOSER,WILLIAM JOSEPH",11,7,1,0,0,3.463
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,01,FS2009,CBUSN,"KLEEN,PENNY LYNN",9,11,26,8,3,2.211
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,02,FS2009,CBUSN,"PRESTIGIACOMO,CARL CHRI",7,10,21,3,1,2.467
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,03,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",13,18,11,2,0,2.907
ACCTCY,GOVTL ACNTNG & BUDGETING,4365,01,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",14,12,0,0,0,3.538
ACCTCY,AUDIT THEORY & PRACT 1,4384,02,FS2009,CBUSN,"FARBER,DAVID B",8,6,2,0,0,3.375
ACCTCY,ACCOUNTING F/MANAGERS,7310,01,FS2009,CBUSN,"CUNNINGHAM,BILLIE M",9,16,2,0,0,3.259
ACCTCY,GOVTL ACNTNG & BUDGETING,7365,01,FS2009,CBUSN,"HOCKMAN,KRISTEN MICHELL",19,9,0,0,0,3.679
ACCTCY,AUDIT THEORY & PRACT 1,7384,01,FS2009,CBUSN,"FARBER,DAVID B",16,15,0,0,0,3.516
