Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,INTRO TO ACCOUNTING,2010,01,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",45,47,18,5,2,3.132
ACCTCY,ACCOUNTING 1,2036,01A,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",9,12,9,6,1,2.595
ACCTCY,ACCOUNTING 1,2036,01B,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",13,11,6,3,2,2.857
ACCTCY,ACCOUNTING 1,2036,01C,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",8,15,8,6,1,2.605
ACCTCY,ACCOUNTING 1,2036,01D,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",7,14,9,2,2,2.647
ACCTCY,ACCOUNTING 1,2036,01E,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",7,15,11,5,0,2.632
ACCTCY,ACCOUNTING 1,2036,01F,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",9,21,2,2,2,2.917
ACCTCY,ACCOUNTING 1,2036,01G,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",8,9,9,3,3,2.5
ACCTCY,ACCOUNTING 1,2036,01H,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",7,15,7,3,3,2.571
ACCTCY,ACCOUNTING 1,2036,01J,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",13,12,7,2,1,2.971
ACCTCY,ACCOUNTING 1,2036,02A,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",20,19,6,1,0,3.261
ACCTCY,ACCOUNTING 1,2036,02B,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",20,14,8,3,1,3.065
ACCTCY,ACCOUNTING 1,2036,02C,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",16,12,6,2,0,3.167
ACCTCY,ACCOUNTING 1,2036,02D,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",22,18,6,3,0,3.204
ACCTCY,ACCOUNTING 1,2036,02E,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",15,20,8,1,1,3.044
ACCTCY,ACCOUNTING 1,2036,02F,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",17,11,3,5,0,3.111
ACCTCY,ACCOUNTING 1,2036,02G,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",20,19,6,1,0,3.261
ACCTCY,ACCOUNTING 1,2036,02H,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",15,17,5,1,0,3.211
ACCTCY,ACCOUNTING 1,2036,02J,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",14,18,5,0,0,3.243
ACCTCY,ACCOUNTING 1,2036,02K,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",17,14,5,1,0,3.27
ACCTCY,ACCOUNTING 1,2036,02L,FS2008,CBUSN,"CUNNINGHAM,BILLIE M",12,20,5,1,0,3.132
ACCTCY,ACCOUNTING 1,2036,03A,FS2008,CBUSN,"HOWARD,TOM P",9,7,7,3,1,2.741
ACCTCY,ACCOUNTING 1,2036,03B,FS2008,CBUSN,"HOWARD,TOM P",6,10,7,1,3,2.556
ACCTCY,ACCOUNTING 2,2037,01A,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",2,9,5,2,2,2.395
ACCTCY,ACCOUNTING 2,2037,01B,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",9,15,12,5,0,2.639
ACCTCY,ACCOUNTING 2,2037,01C,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,11,18,6,1,2.271
ACCTCY,ACCOUNTING 2,2037,01D,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",4,18,11,5,1,2.418
ACCTCY,ACCOUNTING 2,2037,01E,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",2,12,12,3,1,2.287
ACCTCY,ACCOUNTING 2,2037,02A,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",13,16,8,3,2,2.805
ACCTCY,ACCOUNTING 2,2037,02B,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,16,14,4,0,2.54
ACCTCY,ACCOUNTING 2,2037,02C,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",5,12,9,6,1,2.388
ACCTCY,ACCOUNTING 2,2037,02D,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,14,17,1,0,2.626
ACCTCY,ACCOUNTING 2,2037,02E,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",2,3,1,3,1,2.02
ACCTCY,ACCOUNTING 2,2037,02F,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",3,4,2,2,0,2.7
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,01,FS2008,CBUSN,"NIKOLAI,LOREN ALFRED",11,9,0,0,0,3.625
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,02,FS2008,CBUSN,"NIKOLAI,LOREN ALFRED",12,8,1,0,0,3.51
ACCTCY,COMP-BASED DATA SYSTEMS,2258,01,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",7,17,8,1,1,2.912
ACCTCY,COMP-BASED DATA SYSTEMS,2258,02,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",6,23,3,2,0,3.041
ACCTCY,COMP-BASED DATA SYSTEMS,2258,03,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",16,8,3,0,0,3.481
ACCTCY,COMP-BASED DATA SYSTEMS,2258,04,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",11,9,8,2,1,2.784
ACCTCY,COMP-BASED DATA SYSTEMS,2258,05,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",6,16,9,1,1,2.821
ACCTCY,COMP-BASED DATA SYSTEMS,2258,06,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",14,19,3,0,0,3.239
ACCTCY,COMP-BASED DATA SYSTEMS,2258,07,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",12,14,5,2,0,3.109
ACCTCY,COMP-BASED DATA SYSTEMS,2258,08,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",14,14,6,0,0,3.244
ACCTCY,COMP-BASED DATA SYSTEMS,2258,09,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",15,13,10,0,0,3.171
ACCTCY,COMP-BASED DATA SYSTEMS,2258,10,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",13,21,4,0,0,3.189
ACCTCY,COMP-BASED DATA SYSTEMS,2258,11,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",17,15,6,0,0,3.258
ACCTCY,COMP-BASED DATA SYSTEMS,2258,12,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",5,11,9,1,0,2.804
ACCTCY,COMP-BASED DATA SYSTEMS,2258,13,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",8,14,10,1,0,2.924
ACCTCY,COMP-BASED DATA SYSTEMS,2258,14,FS2008,CBUSN,"HOCKMAN,KRISTEN MICHELL",8,12,7,0,1,2.854
ACCTCY,FIN ACCT THRY & PRACT 1,3326,01,FS2008,CBUSN,"ZHANG,HONGMEI",19,12,2,0,0,3.424
ACCTCY,FIN ACCT THRY & PRACT 1,3326,02,FS2008,CBUSN,"ZHANG,HONGMEI",6,14,5,2,0,2.889
ACCTCY,FIN ACCT THRY & PRACT 1,3326,03,FS2008,CBUSN,"KLEEN,PENNY LYNN",15,15,5,0,0,3.174
ACCTCY,FIN ACCT THRY & PRACT 1,3326,04,FS2008,CBUSN,"KLEEN,PENNY LYNN",9,20,4,0,0,3.07
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,01,FS2008,CBUSN,"WHEELER,PATRICK RANDOLP",14,13,0,0,0,3.574
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,02,FS2008,CBUSN,"WHEELER,PATRICK RANDOLP",27,6,0,0,0,3.755
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,03,FS2008,CBUSN,"MAULDIN,ELAINE G",7,9,0,0,0,3.438
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,04,FS2008,CBUSN,"MAULDIN,ELAINE G",14,6,0,0,0,3.655
ACCTCY,COST & MANAGERIAL ACCT,3347,01,FS2008,CBUSN,"PRATHER-KINSEY,JENICE",8,12,1,0,0,3.29
ACCTCY,COST & MANAGERIAL ACCT,3347,02,FS2008,CBUSN,"PRATHER-KINSEY,JENICE",7,19,0,0,1,3.115
ACCTCY,INTRODUCTION TO TAXATION,4353,01,FS2008,CBUSN,"DAVIS,JENNIFER E",19,20,0,0,1,3.31
ACCTCY,INTRODUCTION TO TAXATION,4353,02,FS2008,CBUSN,"MOSER,WILLIAM JOSEPH",21,12,1,0,0,3.579
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,01,FS2008,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,16,18,4,0,2.552
