Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,ACCOUNTING 1,36,1,FS1999,B&PA,CUNNINGHAM,31,63,94,58,21,2.094
ACCTCY,ACCOUNTING 1,36,2,FS1999,B&PA,CUNNINGHAM,34,94,96,45,20,2.266
ACCTCY,ACCOUNTING 1,36,3,FS1999,B&PA,RICHEY,3,24,20,8,2,2.316
ACCTCY,ACCOUNTING 2,37,1,FS1999,B&PA,CUNNINGHAM,20,36,43,20,6,2.352
ACCTCY,ACCOUNTING 2,37,2,FS1999,B&PA,NIKOLAI,16,48,62,13,4,2.413
ACCTCY,HONORS ACCOUNTING 1 GH,136GH,1,FS1999,B&PA,NIKOLAI,17,6,1,0,0,3.667
ACCTCY,HONORS ACCOUNTING 1 GH,136GH,2,FS1999,B&PA,NIKOLAI,18,4,2,0,0,3.667
ACCTCY,COMP-BASED DATA SYSTEMS,258,1,FS1999,B&PA,"STALLMAN,JAMES CARL",2,5,7,1,0,2.533
ACCTCY,COMP-BASED DATA SYSTEMS,258,2,FS1999,B&PA,"STALLMAN,JAMES CARL",2,9,1,2,0,2.786
ACCTCY,COMP-BASED DATA SYSTEMS,258,3,FS1999,B&PA,"STALLMAN,JAMES CARL",2,9,7,5,0,2.348
ACCTCY,COMP-BASED DATA SYSTEMS,258,4,FS1999,B&PA,"STALLMAN,JAMES CARL",3,10,4,1,0,2.833
ACCTCY,COMP-BASED DATA SYSTEMS,258,5,FS1999,B&PA,"STALLMAN,JAMES CARL",4,7,2,0,1,2.929
ACCTCY,COMP-BASED DATA SYSTEMS,258,6,FS1999,B&PA,"STALLMAN,JAMES CARL",2,5,2,3,1,2.308
ACCTCY,COMP-BASED DATA SYSTEMS,258,7,FS1999,B&PA,"STALLMAN,JAMES CARL",7,5,5,3,0,2.8
ACCTCY,COMP-BASED DATA SYSTEMS,258,8,FS1999,B&PA,"STALLMAN,JAMES CARL",2,6,9,0,0,2.588
ACCTCY,COMP-BASED DATA SYSTEMS,258,9,FS1999,B&PA,"STALLMAN,JAMES CARL",3,6,3,0,0,3.0
ACCTCY,FINANCIAL ACCT CONCEPTS,305,1,FS1999,B&PA,PRESTIGIACOMO,8,16,12,4,1,2.554
ACCTCY,FINANCIAL ACCT CONCEPTS,305,2,FS1999,B&PA,,9,23,7,4,0,2.777
ACCTCY,MANAGERIAL ACCOUNTING,310,1,FS1999,B&PA,,11,11,0,0,1,3.348
ACCTCY,FIN ACCT THRY & PRACT 1,326,1,FS1999,B&PA,KRAFT,8,8,0,1,0,3.212
ACCTCY,FIN ACCT THRY & PRACT 1,326,2,FS1999,B&PA,KHURANA,17,8,0,2,0,3.326
ACCTCY,FIN ACCT THRY & PRACT 1,326,3,FS1999,B&PA,"KIM,MYUNG-SUN",8,13,6,0,0,3.019
ACCTCY,FIN ACCT THRY & PRACT 1,326,4,FS1999,B&PA,"KIM,MYUNG-SUN",5,14,3,0,1,2.93
ACCTCY,ACCOUNTING INFO SYSTEMS,328,1,FS1999,B&PA,KRAFT,10,14,2,1,0,3.222
ACCTCY,ACCOUNTING INFO SYSTEMS,328,2,FS1999,B&PA,KRAFT,9,12,0,0,0,3.429
ACCTCY,ACCOUNTING INFO SYSTEMS,328,3,FS1999,B&PA,WOODLAND,11,6,4,2,0,3.13
ACCTCY,COST & MANAGERIAL ACCT,347,1,FS1999,B&PA,"PRATHER-KINSEY,JENIC",4,6,0,0,0,3.4
ACCTCY,COST & MANAGERIAL ACCT,347,2,FS1999,B&PA,"PRATHER-KINSEY,JENIC",4,11,2,0,0,3.188
