Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
AAE,ECON OF INST & ORGANZ,8050,01,FS2019,CAFNR,"JAMES,HARVEY S",10,1,0,0,0,3.827
AAE,INTER AG DEV POLICY,8430,01,FS2019,CAFNR,"VALDIVIA,CORINNE B",14,0,0,0,0,3.85
ABM,INTRO TO AGRIBUSN MNGMT,1010,01,FS2019,CAFNR,"SKEVAS,THEODOROS",50,10,2,0,0,3.774
ABM,APPLIED MICROECONOMICS,1041,02,FS2019,CAFNR,"PALACIOS RIVERA,JAMILLE",67,33,19,5,4,3.208
ABM,APPLIED MACROECONOMICS,1042,01,FS2019,CAFNR,"PALACIOS RIVERA,JAMILLE",14,14,4,6,3,2.746
ABM,APPLIED COMPUTER APP,1200,01,FS2019,CAFNR,"PALACIOS RIVERA,JAMILLE",38,17,5,4,2,3.279
ABM,AG MARKETING SYSTEM,2183,01,FS2019,CAFNR,"KRUSE,JOHN R",20,14,8,2,0,3.141
ABM,AGRICULTURAL SALES,2223,01,FS2019,CAFNR,"SOWERS,LINDA FRANZ",32,31,5,0,0,3.344
ABM,COMMODITY MARKETS,2294,01,FS2019,CAFNR,"FOREMAN,MARTYN L",10,6,1,0,0,3.459
ABM,GENERAL FARM MANAGEMENT,3260,01,FS2019,CAFNR,"MONSON,MICHAEL J",12,13,9,0,0,3.035
ABM,INTRNTL FD TRADE & POLCY,3272,01,FS2019,CAFNR,"MOORE,KEVIN C",5,3,9,2,1,2.48
ABM,AGRIBUSINESS FINANCE,3282,01,FS2019,CAFNR,"MOORE,KEVIN C",4,16,6,0,0,2.958
ABM,FUND ENTREPRENEURSHIP,3283,01,FS2019,CAFNR,"MCGOWAN,LUCY MARGARET",50,4,0,0,0,3.881
ABM,AGRIC MARKT & PROCURMENT,3294,01,FS2019,CAFNR,"FOREMAN,MARTYN L",15,7,0,0,0,3.627
ABM,MICROECON THEORY & APPL,4240,01,FS2019,CAFNR,"SEGOVIA CORONEL,MICHELL",4,8,7,7,2,2.2
ABM,AGRIBUS MNGMNT STRATG -,4971W,01,FS2019,CAFNR,"SYKUTA,MICHAEL E",8,26,4,0,0,3.018
ACCTCY,INTRO TO ACCOUNTING,2010,02,FS2019,CBUSN,"RUNYAN,BRUCE WAYNE",22,63,67,19,6,2.377
ACCTCY,ACCOUNTING 1,2026,02,FS2019,CBUSN,"PRESTIGIACOMO,CARL CHRI",2,3,5,6,4,1.665
ACCTCY,ACCOUNTING 1,2036,A,FS2019,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,11,7,4,2,2.5
ACCTCY,ACCOUNTING 1,2036,AA,FS2019,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,14,10,2,0,2.684
ACCTCY,ACCOUNTING 1,2036,B,FS2019,CBUSN,"PRESTIGIACOMO,CARL CHRI",10,7,11,5,2,2.514
ACCTCY,ACCOUNTING 1,2036,C,FS2019,CBUSN,"PRESTIGIACOMO,CARL CHRI",4,14,9,4,2,2.415
ACCTCY,ACCOUNTING 1,2036,D,FS2019,CBUSN,"PRESTIGIACOMO,CARL CHRI",8,15,4,7,0,2.724
ACCTCY,ACCOUNTING 1,2036,E,FS2019,CBUSN,"PRESTIGIACOMO,CARL CHRI",9,16,7,1,1,2.894
ACCTCY,ACCOUNTING 1,2036,F,FS2019,CBUSN,"PRESTIGIACOMO,CARL CHRI",11,10,6,2,1,2.953
