Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,INTRO TO ACCOUNTING,2010,01,FS2017,CBUSN,"CUNNINGHAM,BILLIE M",17,34,41,15,1,2.442
ACCTCY,INTRO TO ACCOUNTING,2010,02,FS2017,CBUSN,"FERGUSON,SHANNON ASHLEY",36,45,26,5,1,2.965
ACCTCY,ACCOUNTING 1,2036,A,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",12,13,6,2,0,3.106
ACCTCY,ACCOUNTING 1,2036,AA,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",7,12,6,1,0,2.938
ACCTCY,ACCOUNTING 1,2036,B,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",4,16,7,4,1,2.581
ACCTCY,ACCOUNTING 1,2036,C,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",10,13,12,1,0,2.864
ACCTCY,ACCOUNTING 1,2036,D,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",15,11,8,1,0,3.083
ACCTCY,ACCOUNTING 1,2036,E,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",9,13,8,2,0,2.916
ACCTCY,ACCOUNTING 1,2036,F,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",10,11,9,2,0,2.906
ACCTCY,ACCOUNTING 1,2036,G,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",11,10,9,5,0,2.78
ACCTCY,ACCOUNTING 1,2036,H,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",11,12,7,3,1,2.818
ACCTCY,ACCOUNTING 1,2036,J,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",4,12,8,3,3,2.367
ACCTCY,ACCOUNTING 1,2036,K,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",1,14,7,3,2,2.289
ACCTCY,ACCOUNTING 1,2036,L,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",5,14,10,6,1,2.403
ACCTCY,ACCOUNTING 1,2036,M,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",8,14,6,2,0,2.903
ACCTCY,ACCOUNTING 1,2036,N,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,12,12,4,1,2.506
ACCTCY,ACCOUNTING 1,2036,P,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",8,10,13,2,1,2.656
ACCTCY,ACCOUNTING 1,2036,R,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",7,13,10,3,3,2.525
ACCTCY,ACCOUNTING 1,2036,S,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",11,8,9,4,1,2.727
ACCTCY,ACCOUNTING 1,2036,T,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",8,14,10,4,0,2.681
ACCTCY,ACCOUNTING 1,2036,U,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",4,12,10,4,0,2.533
ACCTCY,ACCOUNTING 1,2036,V,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",14,8,12,0,1,2.911
ACCTCY,ACCOUNTING 1,2036,W,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",5,15,10,3,1,2.526
ACCTCY,ACCOUNTING 1,2036,X,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",1,13,13,2,3,2.2
ACCTCY,ACCOUNTING 1,2036,Y,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",5,11,11,1,2,2.523
ACCTCY,ACCOUNTING 1,2036,Z,FS2017,CBUSN,"PRESTIGIACOMO,CARL CHRI",8,9,12,2,0,2.761
ACCTCY,ACCOUNTING 2,2037,A,FS2017,CBUSN,"GINGRICH,KARI MICHELLE",14,11,5,1,0,3.158
ACCTCY,ACCOUNTING 2,2037,B,FS2017,CBUSN,"GINGRICH,KARI MICHELLE",8,13,9,2,0,2.872
ACCTCY,ACCOUNTING 2,2037,C,FS2017,CBUSN,"GINGRICH,KARI MICHELLE",10,17,6,2,0,3.0
ACCTCY,ACCOUNTING 2,2037,D,FS2017,CBUSN,"GINGRICH,KARI MICHELLE",7,16,9,1,0,2.897
ACCTCY,ACCOUNTING 2,2037,E,FS2017,CBUSN,"GINGRICH,KARI MICHELLE",7,14,10,2,0,2.833
ACCTCY,ACCOUNTING 2,2037,F,FS2017,CBUSN,"GINGRICH,KARI MICHELLE",4,16,12,0,0,2.759
ACCTCY,ACCOUNTING 2,2037,G,FS2017,CBUSN,"GINGRICH,KARI MICHELLE",13,14,6,2,0,3.137
ACCTCY,ACCOUNTING 2,2037,H,FS2017,CBUSN,"GINGRICH,KARI MICHELLE",8,12,11,0,0,2.932
