Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,ACCOUNTING 1,36,1,FS2002,BUS,"CUNNINGHAM,BILLIE M",34,123,104,37,24,2.329
ACCTCY,ACCOUNTING 1,36,2,FS2002,BUS,"CUNNINGHAM,BILLIE M",77,148,109,30,19,2.611
ACCTCY,ACCOUNTING 1,36,3,FS2002,BUS,,8,18,16,12,5,2.203
ACCTCY,ACCOUNTING 2,37,1,FS2002,BUS,"CUNNINGHAM,BILLIE M",20,63,66,21,11,2.331
ACCTCY,ACCOUNTING 2,37,2,FS2002,BUS,STUREK,39,56,66,24,7,2.5
ACCTCY,HONORS ACCOUNTING 1 GH,136GH,1,FS2002,BUS,"NIKOLAI,LOREN ALFRED",10,9,1,0,0,3.45
ACCTCY,HONORS ACCOUNTING 1 GH,136GH,2,FS2002,BUS,"NIKOLAI,LOREN ALFRED",12,6,0,0,0,3.667
ACCTCY,COMP-BASED DATA SYSTEMS,258,1,FS2002,BUS,"APPLETON,LUCY",7,10,3,1,2,2.826
ACCTCY,COMP-BASED DATA SYSTEMS,258,2,FS2002,BUS,"APPLETON,LUCY",10,10,5,1,0,3.115
ACCTCY,COMP-BASED DATA SYSTEMS,258,3,FS2002,BUS,"APPLETON,LUCY",5,17,6,0,1,2.862
ACCTCY,COMP-BASED DATA SYSTEMS,258,4,FS2002,BUS,"MCBEE,SCOTT W",3,9,8,2,0,2.591
ACCTCY,COMP-BASED DATA SYSTEMS,258,5,FS2002,BUS,"MCBEE,SCOTT W",7,10,2,1,1,3.0
ACCTCY,COMP-BASED DATA SYSTEMS,258,6,FS2002,BUS,"SKAGGS,AMY",6,10,4,4,0,2.75
ACCTCY,COMP-BASED DATA SYSTEMS,258,7,FS2002,BUS,"KRAFT,OTTALEE",8,11,6,1,0,3.0
ACCTCY,COMP-BASED DATA SYSTEMS,258,8,FS2002,BUS,"KRAFT,OTTALEE",11,6,6,2,0,3.04
ACCTCY,COMP-BASED DATA SYSTEMS,258,9,FS2002,BUS,"SKAGGS,AMY",6,5,8,2,2,2.478
ACCTCY,FINANCIAL ACCT CONCEPTS,305,1,FS2002,BUS,"PRESTIGIACOMO,C CHRI",6,16,16,3,0,2.537
ACCTCY,FINANCIAL ACCT CONCEPTS,305,2,FS2002,BUS,"PRESTIGIACOMO,C CHRI",8,18,12,1,0,2.838
ACCTCY,FINANCIAL ACCT CONCEPTS,305,3,FS2002,BUS,"CABAN GARCIA,MARIA",5,22,10,2,0,2.769
ACCTCY,MANAGERIAL ACCOUNTING,310,1,FS2002,BUS,"ZHU,HONG",16,16,6,0,0,3.263
ACCTCY,FIN ACCT THRY & PRACT 1,326,1,FS2002,BUS,SHAW,4,19,6,0,0,2.921
ACCTCY,FIN ACCT THRY & PRACT 1,326,2,FS2002,BUS,"SHAW,KENNETH",11,15,6,0,0,3.119
ACCTCY,FIN ACCT THRY & PRACT 1,326,3,FS2002,BUS,"KIM,MYUNG-SUN",6,14,10,0,0,2.867
ACCTCY,FIN ACCT THRY & PRACT 1,326,4,FS2002,BUS,"KIM,MYUNG-SUN",4,23,4,0,0,3.048
ACCTCY,ACCOUNTING INFO SYSTEMS,328,1,FS2002,BUS,"MAULDIN,ELAINE G",13,9,0,1,0,3.491
ACCTCY,ACCOUNTING INFO SYSTEMS,328,2,FS2002,BUS,BECK,6,18,4,1,0,3.103
ACCTCY,ACCOUNTING INFO SYSTEMS,328,3,FS2002,BUS,"MAULDIN,ELAINE G",11,17,0,0,0,3.382
