Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,INTRO TO ACCOUNTING,2010,01,FS2011,CBUSN,"MILBACH,LAUREN",75,30,8,2,1,3.504
ACCTCY,INTRO TO ACCOUNTING,2010,02,FS2011,CBUSN,"GINGRICH,KARI MICHELLE",9,4,3,0,0,3.338
ACCTCY,ACCOUNTING 1,2036,01,FS2011,CBUSN,"CUNNINGHAM,BILLIE M",88,135,68,21,10,2.83
ACCTCY,ACCOUNTING 1,2036,02,FS2011,CBUSN,"CUNNINGHAM,BILLIE M",174,165,62,15,6,3.103
ACCTCY,ACCOUNTING 1,2036,03,FS2011,CBUSN,"CUNNINGHAM,BILLIE M",22,23,8,2,3,3.017
ACCTCY,ACCOUNTING 2,2037,01,FS2011,CBUSN,"PRESTIGIACOMO,CARL CHRI",20,43,62,44,24,1.952
ACCTCY,ACCOUNTING 2,2037,02,FS2011,CBUSN,"PRESTIGIACOMO,CARL CHRI",36,56,83,44,17,2.193
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,01,FS2011,CBUSN,"NIKOLAI,LOREN ALFRED",13,10,0,0,0,3.591
ACCTCY,COMP-BASED DATA SYSTEMS,2258,01,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",6,11,4,1,0,3.055
ACCTCY,COMP-BASED DATA SYSTEMS,2258,02,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",12,22,0,0,1,3.223
ACCTCY,COMP-BASED DATA SYSTEMS,2258,03,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",22,11,3,0,0,3.519
ACCTCY,COMP-BASED DATA SYSTEMS,2258,04,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",25,8,2,0,0,3.657
ACCTCY,COMP-BASED DATA SYSTEMS,2258,05,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",12,13,10,0,0,3.109
ACCTCY,COMP-BASED DATA SYSTEMS,2258,06,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",17,13,2,0,1,3.355
ACCTCY,COMP-BASED DATA SYSTEMS,2258,07,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",18,10,7,0,1,3.206
ACCTCY,COMP-BASED DATA SYSTEMS,2258,08,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",17,14,2,1,0,3.356
ACCTCY,COMP-BASED DATA SYSTEMS,2258,09,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",9,12,5,0,0,3.085
ACCTCY,COMP-BASED DATA SYSTEMS,2258,10,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",14,20,2,0,0,3.383
ACCTCY,COMP-BASED DATA SYSTEMS,2258,11,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",20,15,1,0,0,3.561
ACCTCY,COMP-BASED DATA SYSTEMS,2258,12,FS2011,CBUSN,"HOCKMAN,KRISTEN MICHELL",11,10,6,0,0,3.152
