Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,INTRO TO ACCOUNTING,2010,01,FS2014,CBUSN,"GINGRICH,KARI MICHELLE",35,46,26,1,2,3.02
ACCTCY,INTRO TO ACCOUNTING,2010,02,FS2014,CBUSN,"DAWS,KONI JANINE",22,44,30,7,0,2.781
ACCTCY,ACCOUNTING 1,2036,01,FS2014,CBUSN,"CUNNINGHAM,BILLIE M",68,180,133,45,22,2.47
ACCTCY,ACCOUNTING 1,2036,02,FS2014,CBUSN,"CUNNINGHAM,BILLIE M",110,166,115,39,10,2.713
ACCTCY,ACCOUNTING 1,2036,04,FS2014,CBUSN,"CUNNINGHAM,BILLIE M",8,8,9,3,1,2.614
ACCTCY,ACCOUNTING 2,2037,01,FS2014,CBUSN,"PRESTIGIACOMO,CARL CHRI",29,51,50,39,11,2.253
ACCTCY,ACCOUNTING 2,2037,02,FS2014,CBUSN,"PRESTIGIACOMO,CARL CHRI",27,72,82,32,13,2.281
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,01,FS2014,CBUSN,"NIKOLAI,LOREN ALFRED",20,4,0,0,0,3.821
ACCTCY,COMP-BASED DATA SYSTEMS,2258,01,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",12,10,4,3,0,3.09
ACCTCY,COMP-BASED DATA SYSTEMS,2258,02,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",22,14,0,0,0,3.644
ACCTCY,COMP-BASED DATA SYSTEMS,2258,03,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",16,15,4,0,0,3.343
ACCTCY,COMP-BASED DATA SYSTEMS,2258,04,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",14,15,3,0,0,3.391
ACCTCY,COMP-BASED DATA SYSTEMS,2258,05,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",17,13,1,0,0,3.497
ACCTCY,COMP-BASED DATA SYSTEMS,2258,06,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",16,14,1,0,0,3.523
ACCTCY,COMP-BASED DATA SYSTEMS,2258,07,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",15,13,2,1,0,3.374
ACCTCY,COMP-BASED DATA SYSTEMS,2258,08,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",7,25,4,0,0,3.208
ACCTCY,COMP-BASED DATA SYSTEMS,2258,09,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",9,12,8,1,0,2.977
ACCTCY,COMP-BASED DATA SYSTEMS,2258,10,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",14,16,2,0,0,3.488
ACCTCY,COMP-BASED DATA SYSTEMS,2258,11,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",9,19,5,1,1,3.031
ACCTCY,COMP-BASED DATA SYSTEMS,2258,12,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",7,14,6,2,0,2.979
ACCTCY,COMP-BASED DATA SYSTEMS,2258,13,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",13,12,6,1,0,3.203
ACCTCY,COMP-BASED DATA SYSTEMS,2258,14,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",18,13,1,0,0,3.569
ACCTCY,FIN ACCT THRY & PRACT 1,3326,01,FS2014,CBUSN,"SUBASI,MUSA",13,16,2,0,0,3.403
ACCTCY,FIN ACCT THRY & PRACT 1,3326,02,FS2014,CBUSN,"GLENDENING,MATTHEW",15,12,3,0,0,3.41
ACCTCY,FIN ACCT THRY & PRACT 1,3326,03,FS2014,CBUSN,"SUBASI,MUSA",16,14,1,0,0,3.368
ACCTCY,FIN ACCT THRY & PRACT 1,3326,04,FS2014,CBUSN,"SUBASI,MUSA",9,20,1,0,0,3.187
ACCTCY,FIN ACCT THRY & PRACT 1,3326,05,FS2014,CBUSN,"GLENDENING,MATTHEW",10,16,2,0,0,3.264
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,01,FS2014,CBUSN,"MAULDIN,ELAINE G",17,22,1,0,0,3.423
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,02,FS2014,CBUSN,"MAULDIN,ELAINE G",22,17,0,0,0,3.533
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,03,FS2014,CBUSN,"MAULDIN,ELAINE G",14,16,2,0,0,3.422
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,04,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",7,21,0,0,0,3.325
ACCTCY,COST & MANAGERIAL ACCT,3347,01,FS2014,CBUSN,"KIM,KYONGHEE",14,21,2,0,0,3.3
ACCTCY,COST & MANAGERIAL ACCT,3347,02,FS2014,CBUSN,"KIM,KYONGHEE",4,28,6,0,1,2.956
ACCTCY,COST & MANAGERIAL ACCT,3347,03,FS2014,CBUSN,"KIM,KYONGHEE",10,13,6,0,0,3.138
ACCTCY,INTRODUCTION TO TAXATION,4353,01,FS2014,CBUSN,"WILSON,RACHEL ANN",13,20,1,0,0,3.274
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,02,FS2014,CBUSN,"KLEEN,PENNY LYNN",9,22,22,3,1,2.588
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,03,FS2014,CBUSN,"KRAFT,KATELYN MARIE",31,4,0,0,0,3.757
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,04,FS2014,CBUSN,"GINGRICH,KARI MICHELLE",10,18,4,0,1,3.045
ACCTCY,AUDIT THEORY & PRACT 1,4384,01,FS2014,CBUSN,"NEWTON,NATHAN",12,11,0,0,0,3.535
ACCTCY,AUDIT THEORY & PRACT 1,4384,02,FS2014,CBUSN,"NEWTON,NATHAN",8,15,0,0,1,3.283
ACCTCY,AUDIT THEORY & PRACT 1,4384,03,FS2014,CBUSN,"NEWTON,NATHAN",11,13,1,0,0,3.364
ACCTCY,ACCOUNTING F/MANAGERS,7310,01,FS2014,CBUSN,"CUNNINGHAM,BILLIE M",17,21,0,0,0,3.447
ACCTCY,ACCOUNTING F/MANAGERS,7310,02,FS2014,CBUSN,"CUNNINGHAM,BILLIE M",17,12,0,0,0,3.586
ACCTCY,ACCOUNTING F/MANAGERS,7310,03,FS2014,CBUSN,"SHAW,KENNETH WILLIAM",23,8,0,0,2,3.415
ACCTCY,GOVTL ACNTNG & BUDGETING,7365,01,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",35,18,0,0,0,3.655
ACCTCY,AUDIT THEORY & PRACT 1,7384,01,FS2014,CBUSN,"NEWTON,NATHAN",8,8,0,0,0,3.425
ACCTCY,AUDIT THEORY & PRACT 1,7384,02,FS2014,CBUSN,"NEWTON,NATHAN",5,9,0,0,0,3.336
ACCTCY,AUDIT THEORY & PRACT 1,7384,03,FS2014,CBUSN,"NEWTON,NATHAN",6,9,0,0,0,3.44
ACCTCY,TAX OF CORP & SHAREHOLDE,8373,01,FS2014,CBUSN,"SHEEHAN,JOHN J",33,1,0,0,0,3.909
ACCTCY,TOPICS IN ACCOUNTING,8401,01,FS2014,CBUSN,"WILSON,RACHEL ANN",11,10,0,0,0,3.552
ACCTCY,TOPICS IN ACCOUNTING,8401,03,FS2014,CBUSN,"HOCKMAN,KRISTEN MICHELL",30,7,0,0,0,3.851
ACCTCY,TAX RESEARCH & PLANNING,8423,01,FS2014,CBUSN,"WILSON,RACHEL ANN",15,8,0,0,0,3.665
ACCTCY,FRAUD EXAMINATION,8424,01,FS2014,CBUSN,"ARUNACHALAM,VAIRAM",10,15,0,0,0,3.448
ACCTCY,FIN ACCT THEORY & PRAC 3,8436,01,FS2014,CBUSN,"SHAW,KENNETH WILLIAM",9,20,1,0,1,3.132
ACCTCY,FIN ACCT THEORY & PRAC 3,8436,02,FS2014,CBUSN,"SHAW,KENNETH WILLIAM",11,21,2,0,0,3.212
ACCTCY,FIN ACCT THEORY & PRAC 3,8436,03,FS2014,CBUSN,"KLEEN,PENNY LYNN",18,12,2,0,0,3.5
ACCTCY,FIN ACCT THEORY & PRAC 3,8436,04,FS2014,CBUSN,"KLEEN,PENNY LYNN",19,12,4,0,0,3.429
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,01,FS2014,CBUSN,"PRESTIGIACOMO,CARL CHRI",22,14,0,0,0,3.561
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,02,FS2014,CBUSN,"KHURANA,INDER K",7,28,0,0,0,3.26
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,03,FS2014,CBUSN,"KHURANA,INDER K",15,20,0,0,0,3.437
ACCTCY,TAXES & BUSINESS STRATEG,8453,02,FS2014,CBUSN,"PEREIRA,RAYNOLDE",19,7,0,0,0,3.754
AERO,FOUNDTN U.S. AIR FORCE,1100,01,FS2014,CAS,"UNGER,BRENT J",12,1,0,0,1,3.6
AERO,EVOL USAF AIR & SPC PWR,2100,01,FS2014,CAS,"OBERMILLER,DAVID ALAN",8,4,1,0,0,3.515
AERO,NTL SECR AFFR/PRP F/DUTY,4100,01,FS2014,CAS,"KOSLOWSKY,DUSTIN REED",13,2,0,0,0,3.807
AFNR,CMPTNG & INFORMTN TECH,1120,01,FS2014,CAFNR,"COX,AMY",15,9,0,0,1,3.504
AFNR,CMPTNG & INFORMTN TECH,1120,02,FS2014,CAFNR,"BRACK,DARWIN COERBER",16,2,2,0,0,3.7
AFNR,CMPTNG & INFORMTN TECH,1120,03,FS2014,CAFNR,"COX,AMY",18,1,2,0,4,3.136
AFNR,CMPTNG & INFORMTN TECH,1120,04,FS2014,CAFNR,"BRACK,DARWIN COERBER",12,6,0,0,5,2.883
AFNR,CAREER STRATEGIES,2115,01,FS2014,CAFNR,"CHIPMAN,STEPHANIE DAWN",14,2,2,2,0,3.43
AFNR,WKING WITH DATA USNG EXC,2120,01,FS2014,CAFNR,"BRACK,DARWIN COERBER",20,2,0,1,1,3.563
AFNR,WKING WITH DATA USNG EXC,2120,02,FS2014,CAFNR,"COX,AMY",14,5,1,0,3,3.174
AFNR,WKING WITH DATA USNG EXC,2120,03,FS2014,CAFNR,"COX,AMY",20,3,0,0,1,3.608
AFNR,WKING WITH DATA USNG EXC,2120,04,FS2014,CAFNR,"BRACK,DARWIN COERBER",18,2,0,1,2,3.357
AFNR,WKING WITH DATA USNG EXC,2120,05,FS2014,CAFNR,"BRACK,DARWIN COERBER",16,4,0,1,3,3.171
AFNR,INTERNTL AG/NAT RESOURCE,2190,07,FS2014,CAFNR,"SITES,ROBERT WILLIAM",13,4,0,0,0,3.818
AFNR,COMMUNITY FOOD SYSTEMS,3215,01,FS2014,CAFNR,"HENDRICKSON,MARY K",14,5,2,0,1,3.423
AFNR,ADVANCED SUSTAINABLE AGR,3315,01,FS2014,CAFNR,"HENDRICKSON,MARY K",7,4,0,0,0,3.555
AG_EC,INTRO TO AGRIBUSN MNGMT,1010,01,FS2014,CAFNR,"SYKUTA,MICHAEL E",56,2,0,2,1,3.769
AG_EC,APPLIED MICROECONOMICS,1041,01,FS2014,CAFNR,"PALACIOS RIVERA,JAMILLE",75,109,98,62,21,2.452
AG_EC,APPLIED MICROECONOMICS,1041,02,FS2014,CAFNR,"JAMES,HARVEY S",95,95,35,7,5,3.127
AG_EC,APPLIED MACROECONOMICS,1042,01,FS2014,CAFNR,"SVEUM,MATTHEW ARTHUR",26,11,4,0,1,3.445
AG_EC,QUANT APPLICATIONS IN AG,2123,01,FS2014,CAFNR,"MONSON,MICHAEL J",12,11,4,1,0,3.139
AG_EC,AG MARKETING SYSTEM,2183,01,FS2014,CAFNR,"PARCELL,JOSEPH L",29,36,13,2,3,2.996
AG_EC,AGRICULTURAL SALES,2223,01,FS2014,CAFNR,"SOWERS,LINDA FRANZ",42,28,7,1,0,3.338
AG_EC,STATISTICAL ANALYSIS,2225,01,FS2014,CAFNR,"KAYLEN,MICHAEL S",7,6,11,1,4,2.421
AG_EC,NEW PRODUCTS MARKETING,3224,01,FS2014,CAFNR,"PALACIOS RIVERA,JAMILLE",100,58,5,0,0,3.645
AG_EC,AGRICULTURAL PRICES,3251,01,FS2014,CAFNR,"PARCELL,JOSEPH L",10,20,10,0,0,3.0
AG_EC,AGRIBUSNSS & BIOTECH LAW,3256,01,FS2014,CAFNR,"PIERCE,VERN L.",47,19,0,0,1,3.594
AG_EC,GENERAL FARM MANAGEMENT,3260,01,FS2014,CAFNR,"MONSON,MICHAEL J",27,29,26,1,0,2.959
