Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,INTRO TO ACCOUNTING,2010,01,FS2010,CBUSN,"MILBACH,LAUREN",59,37,17,3,0,3.287
ACCTCY,ACCOUNTING 1,2036,01,FS2010,CBUSN,"CUNNINGHAM,BILLIE M",88,107,61,28,23,2.681
ACCTCY,ACCOUNTING 1,2036,02,FS2010,CBUSN,"CUNNINGHAM,BILLIE M",170,135,58,27,10,3.07
ACCTCY,ACCOUNTING 1,2036,03,FS2010,CBUSN,"CUNNINGHAM,BILLIE M",21,16,16,3,2,2.879
ACCTCY,ACCOUNTING 2,2037,01A,FS2010,CBUSN,"PRESTIGIACOMO,CARL CHRI",3,3,5,6,1,2.072
ACCTCY,ACCOUNTING 2,2037,01B,FS2010,CBUSN,"PRESTIGIACOMO,CARL CHRI",5,8,7,9,5,1.953
ACCTCY,ACCOUNTING 2,2037,01C,FS2010,CBUSN,"PRESTIGIACOMO,CARL CHRI",3,12,10,10,2,2.059
ACCTCY,ACCOUNTING 2,2037,01D,FS2010,CBUSN,"PRESTIGIACOMO,CARL CHRI",5,7,15,7,4,2.045
ACCTCY,ACCOUNTING 2,2037,01E,FS2010,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,12,20,5,3,2.289
ACCTCY,ACCOUNTING 2,2037,02A,FS2010,CBUSN,"PRESTIGIACOMO,CARL CHRI",15,6,10,8,4,2.395
ACCTCY,ACCOUNTING 2,2037,02B,FS2010,CBUSN,"PRESTIGIACOMO,CARL CHRI",8,19,9,4,3,2.526
ACCTCY,ACCOUNTING 2,2037,02C,FS2010,CBUSN,"PRESTIGIACOMO,CARL CHRI",8,10,11,10,3,2.174
ACCTCY,ACCOUNTING 2,2037,02D,FS2010,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,11,14,8,3,2.2
ACCTCY,ACCOUNTING 2,2037,02E,FS2010,CBUSN,"PRESTIGIACOMO,CARL CHRI",4,10,18,7,2,2.229
ACCTCY,ACCOUNTING 2,2037,02F,FS2010,CBUSN,"PRESTIGIACOMO,CARL CHRI",2,1,8,5,1,1.865
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,01,FS2010,CBUSN,"NIKOLAI,LOREN ALFRED",11,12,1,0,0,3.529
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,02,FS2010,CBUSN,"NIKOLAI,LOREN ALFRED",20,4,0,0,0,3.771
ACCTCY,COMP-BASED DATA SYSTEMS,2258,01,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",17,12,6,0,0,3.289
ACCTCY,COMP-BASED DATA SYSTEMS,2258,02,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",18,10,4,1,1,3.291
ACCTCY,COMP-BASED DATA SYSTEMS,2258,03,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",17,11,7,0,0,3.251
ACCTCY,COMP-BASED DATA SYSTEMS,2258,04,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",21,12,4,0,0,3.5
ACCTCY,COMP-BASED DATA SYSTEMS,2258,05,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",17,15,3,0,0,3.383
ACCTCY,COMP-BASED DATA SYSTEMS,2258,06,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",22,10,3,0,0,3.491
ACCTCY,COMP-BASED DATA SYSTEMS,2258,07,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",24,11,0,0,0,3.763
ACCTCY,COMP-BASED DATA SYSTEMS,2258,08,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",20,9,5,0,0,3.432
ACCTCY,COMP-BASED DATA SYSTEMS,2258,09,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",17,12,3,2,0,3.312
ACCTCY,COMP-BASED DATA SYSTEMS,2258,10,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",21,12,2,0,0,3.509
ACCTCY,COMP-BASED DATA SYSTEMS,2258,11,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",21,13,3,0,0,3.495
ACCTCY,COMP-BASED DATA SYSTEMS,2258,12,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",16,14,2,0,1,3.361
ACCTCY,COMP-BASED DATA SYSTEMS,2258,13,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",8,11,5,0,0,3.1
ACCTCY,COMP-BASED DATA SYSTEMS,2258,14,FS2010,CBUSN,"HOCKMAN,KRISTEN MICHELL",2,6,5,1,0,2.664
ACCTCY,FIN ACCT THRY & PRACT 1,3326,01,FS2010,CBUSN,"ZHANG,HONGMEI",10,19,5,0,0,3.156
ACCTCY,FIN ACCT THRY & PRACT 1,3326,02,FS2010,CBUSN,"ZHAO,QIUHONG",13,20,2,0,0,3.349
ACCTCY,FIN ACCT THRY & PRACT 1,3326,03,FS2010,CBUSN,"ZHANG,HONGMEI",12,21,5,0,0,3.184
ACCTCY,FIN ACCT THRY & PRACT 1,3326,04,FS2010,CBUSN,"ZHANG,HONGMEI",12,20,4,0,0,3.189
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,01,FS2010,CBUSN,"WHEELER,PATRICK RANDOLP",12,12,0,0,0,3.488
ACCTCY,ACCOUNTING INFO SYSTEMS,3328,02,FS2010,CBUSN,"WHEELER,PATRICK RANDOLP",16,4,0,0,0,3.74
ACCTCY,COST & MANAGERIAL ACCT,3347,01,FS2010,CBUSN,"KIM,KYONGHEE",12,20,5,0,0,3.205
ACCTCY,COST & MANAGERIAL ACCT,3347,02,FS2010,CBUSN,"KIM,KYONGHEE",11,19,5,0,0,3.146
ACCTCY,COST & MANAGERIAL ACCT,3347,03,FS2010,CBUSN,"KIM,KYONGHEE",9,23,5,0,0,3.116
