Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,INTRO TO ACCOUNTING,2010,01,FS2015,CBUSN,"GINGRICH,KARI MICHELLE",62,27,20,1,1,3.309
ACCTCY,INTRO TO ACCOUNTING,2010,02,FS2015,CBUSN,"FERGUSON,SHANNON ASHLEY",38,44,22,8,0,2.981
ACCTCY,ACCOUNTING 1,2036,01,FS2015,CBUSN,"CUNNINGHAM,BILLIE M",94,183,113,43,19,2.626
ACCTCY,ACCOUNTING 1,2036,02,FS2015,CBUSN,"CUNNINGHAM,BILLIE M",143,179,94,19,6,2.93
ACCTCY,ACCOUNTING 1,2036,03,FS2015,CBUSN,"CUNNINGHAM,BILLIE M",16,13,14,9,4,2.463
ACCTCY,ACCOUNTING 2,2037,01,FS2015,CBUSN,"PRESTIGIACOMO,CARL CHRI",22,66,61,43,8,2.225
ACCTCY,ACCOUNTING 2,2037,02,FS2015,CBUSN,"PRESTIGIACOMO,CARL CHRI",42,67,80,39,8,2.389
ACCTCY,HNR:ACCOUNTING 1 GH,2136H,01,FS2015,CBUSN,"NIKOLAI,LOREN ALFRED",20,4,0,0,0,3.796
ACCTCY,COMP-BASED DATA SYSTEMS,2258,01,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",13,12,2,1,0,3.354
ACCTCY,COMP-BASED DATA SYSTEMS,2258,02,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",19,15,3,0,0,3.489
ACCTCY,COMP-BASED DATA SYSTEMS,2258,03,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",15,21,1,0,0,3.322
ACCTCY,COMP-BASED DATA SYSTEMS,2258,04,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",13,16,3,0,0,3.266
ACCTCY,COMP-BASED DATA SYSTEMS,2258,05,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",6,15,8,1,0,2.877
ACCTCY,COMP-BASED DATA SYSTEMS,2258,06,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",16,13,1,1,1,3.275
ACCTCY,COMP-BASED DATA SYSTEMS,2258,07,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",17,12,2,0,0,3.494
ACCTCY,COMP-BASED DATA SYSTEMS,2258,08,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",13,22,2,1,0,3.268
ACCTCY,COMP-BASED DATA SYSTEMS,2258,09,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",9,15,5,0,0,3.117
ACCTCY,COMP-BASED DATA SYSTEMS,2258,10,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",13,16,2,0,0,3.423
ACCTCY,COMP-BASED DATA SYSTEMS,2258,11,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",13,23,1,0,0,3.381
ACCTCY,COMP-BASED DATA SYSTEMS,2258,12,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",11,13,6,0,0,3.207
ACCTCY,COMP-BASED DATA SYSTEMS,2258,13,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",10,13,6,1,0,3.037
ACCTCY,COMP-BASED DATA SYSTEMS,2258,14,FS2015,CBUSN,"HOCKMAN,KRISTEN MICHELL",12,15,3,1,0,3.216
ACCTCY,FIN ACCT THRY & PRACT 1,3326,01,FS2015,CBUSN,"CHEN,FENG",17,15,2,0,0,3.362
