Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ABM,APPLIED MICROECONOMICS,1041,01,SP2022,CAFNR,"MOORE,KEVIN C",13,34,12,1,4,2.759
ABM,APPLIED MACROECONOMICS,1042,02,SP2022,CAFNR,"SVEUM,MATTHEW ARTHUR",38,34,24,15,3,2.733
ABM,SUSTAINABLE AGRICULTURE,2215,01,SP2022,CAFNR,"HENDRICKSON,MARY K",31,9,2,0,2,3.475
ABM,RELATIONSHIP SELLING,2223,01,SP2022,CAFNR,"SOWERS,LINDA FRANZ",34,27,9,1,2,3.188
ABM,STATISTICAL ANALYSIS,2225,01,SP2022,CAFNR,"GRASHUIS,JASPER",32,18,5,0,1,3.37
ABM,NEW PRODUCTS MARKETING,3224,01,SP2022,CAFNR,"PALACIOS RIVERA,JAMILLE",31,1,0,0,1,3.821
ABM,NEW PRODUCTS MARKETING -,3224W,01,SP2022,CAFNR,"PALACIOS RIVERA,JAMILLE",23,5,1,0,0,3.759
ABM,AGR & RURAL ECON POLICY,3230,01,SP2022,CAFNR,"WESTHOFF,PATRICK",7,9,4,0,0,3.09
ABM,ETHICAL ISSUES IN AGRIC,3241W,01,SP2022,CAFNR,"JAMES,HARVEY S",23,11,5,0,0,3.423
ABM,AGRIBUSNSS & BIOTECH LAW,3256,01,SP2022,CAFNR,"LANGFORD,BARRY ROBERT",53,35,5,1,2,3.382
ABM,INTERNATIONAL AGR DEVELP,3271,01,SP2022,CAFNR,"WILSON,KELLY ROBYN",11,8,1,0,0,3.5
ABM,ECON MANGRL DECSN MAKING,3286,01,SP2022,CAFNR,"PALACIOS RIVERA,JAMILLE",25,3,0,0,0,3.914
ABM,REAL MONEY: SPEC TRADE,3295,01,SP2022,CAFNR,"FOREMAN,MARTYN L",13,2,0,0,0,3.747
ABM,REAL MONEY: SPEC TRADE,3295,03,SP2022,CAFNR,"FOREMAN,MARTYN L",10,0,0,0,0,3.91
ABM,PROFESSIONAL SELLING,4223,01,SP2022,CAFNR,"SOWERS,LINDA FRANZ",13,3,1,0,1,3.367
ABM,AGRICULTURAL PRICES,4251,01,SP2022,CAFNR,"THOMPSON,WYATT",14,18,0,0,0,3.391
ABM,AGRI-FOOD BSN/COOP MNGMT,4972,01,SP2022,CAFNR,"COOK,MICHAEL L",19,0,0,0,0,3.858
ABM,STRAT ENTREPRENEURSHIP,4983,01,SP2022,CAFNR,"WESTGREN,RANDALL EDWARD",11,0,0,0,0,4.0
ACCTCY,INTRO TO ACCOUNTING,2010,01,SP2022,CBUSN,"RUNYAN,BRUCE WAYNE",46,48,36,13,7,2.705
ACCTCY,ACCOUNTING 2,2027,01,SP2022,CBUSN,"GINGRICH,KARI MICHELLE",14,19,15,0,3,2.857
ACCTCY,ACCOUNTING 1,2036,A,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",8,8,9,2,0,2.859
ACCTCY,ACCOUNTING 1,2036,B,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",3,10,9,3,3,2.239
ACCTCY,ACCOUNTING 1,2036,C,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,14,3,4,2,2.662
ACCTCY,ACCOUNTING 1,2036,D,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",5,10,8,3,1,2.456
ACCTCY,ACCOUNTING 1,2036,E,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",12,7,7,5,0,2.848
ACCTCY,ACCOUNTING 1,2036,F,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",7,14,8,3,0,2.734
ACCTCY,ACCOUNTING 1,2036,K,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",7,10,6,3,2,2.575
ACCTCY,ACCOUNTING 1,2036,L,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",8,7,9,6,0,2.567
ACCTCY,ACCOUNTING 1,2036,M,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,13,9,3,1,2.559
ACCTCY,ACCOUNTING 1,2036,N,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",8,7,8,5,2,2.527
ACCTCY,ACCOUNTING 1,2036,P,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,6,9,5,4,2.107
ACCTCY,ACCOUNTING 1,2036,S,SP2022,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,9,5,4,2,2.5
